ID,itemCode,batchSize,weight,stageId,pmCode,qty,uom,loss,netQty,entdate,pmName,stageName,stat,isDeleted,isMigrated
913,FMF010,50000,,,PMI007,1786,NOS,2,1821.72,,IRONET-Z TABLET BOX,,0,FALSE,TRUE
914,FMF010,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
915,FMF010,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
918,FML008,45000,,,PMH011,500,NOS,1,505,,HDPE CONTAINER 150CC/38MM NEK,,0,FALSE,TRUE
919,FML008,45000,,,PM3003,500,NOS,1,505,,38 MM CT CAPS,,0,FALSE,TRUE
920,FMI010,60000,,,PMH010,500,NOS,0,500,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
921,FMI010,60000,,,PM3003,500,NOS,0,500,,38 MM CT CAPS,,0,FALSE,TRUE
924,FMR003,60000,,,PMH010,500,NOS,0,500,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
925,FMR003,60000,,,PM3003,500,NOS,0,500,,38 MM CT CAPS,,0,FALSE,TRUE
926,FMG003,45000,,,PMH011,500,NOS,1,505,,HDPE CONTAINER 150CC/38MM NEK,,0,FALSE,TRUE
927,FMG003,45000,,,PM3003,500,NOS,1,505,,38 MM CT CAPS,,0,FALSE,TRUE
928,FMG004,60000,,,PMH010,500,NOS,0,500,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
929,FMG004,60000,,,PM3003,500,NOS,0,500,,38 MM CT CAPS,,0,FALSE,TRUE
930,FMI011,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
931,FMI011,50000,,,PMI017,3,KGS,0,3,,I TECH XT TABLET FOIL,,0,FALSE,TRUE
932,FMI011,50000,,,PMI016,500,NOS,2,510,,I TECH XT TABLET BOX,,0,FALSE,TRUE
933,FMI011,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
934,FMI011,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
935,FM0001,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
936,FM0001,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
937,FM0001,50000,,,PMF006,500,NOS,1,505,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0,FALSE,TRUE
938,FM0001,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
939,FM0003,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
940,FM0003,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
941,FM0003,50000,,,PMF005,5000,NOS,2,5100,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0,FALSE,TRUE
942,FM0003,50000,,,PMF006,500,NOS,1,505,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0,FALSE,TRUE
943,FM0003,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
944,FM0002,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
945,FM0002,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
946,FM0002,50000,,,PMF005,5000,NOS,2,5100,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0,FALSE,TRUE
947,FM0002,50000,,,PMS020,500,NOS,1,505,,SHRINKING BAG,,0,FALSE,TRUE
948,FM0002,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
992,FMC026,100000,,,PMB006,6,NOS,0,6,,BOPP ROLL,,0,FALSE,TRUE
997,FM0004,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
998,FM0004,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
999,FM0004,50000,,,PMF013,1667,NOS,1,1683.67,,FEWBUR-MI CAPSULE 3X10 BOX,,0,FALSE,TRUE
1000,FM0004,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1001,FMU004,5000,,,PMM023,500,NOS,2,510,,MEGARGIN SACHET BOX,,0,FALSE,TRUE
1002,FMU004,5000,,,PMM022,11,KGS,0,11,,MEGARGIN SACHET FOIL,,0,FALSE,TRUE
1003,FMU004,5000,,,PMC026,5,NOS,0,5,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1004,FMA012,18000,,,PMC026,1,NOS,0,1,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1005,FMJ002,400,,,PMP004,1000,NOS,2,1020,,PRONET POWDER PRINTED TIN,,0,FALSE,TRUE
1006,FMJ002,400,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1007,FMJ002,400,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1008,FMM014,150000,,,PME005,5000,NOS,1,5050,,EZROVIT TABLET BOX,,0,FALSE,TRUE
1009,FMM014,150000,,,PME004,15,KGS,1,15.15,,EZROVIT TABLET FOIL,,0,FALSE,TRUE
1010,FMM014,150000,,,PMP003,15,KGS,1,15.15,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1011,FMM014,150000,,,PMC026,15,NOS,0,15,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1012,FMA013,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1013,FMC028,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1014,FMC028,50000,,,PMC047,4,KGS,5,4.2,,CALDIZ-MF TABLET FOIL,,0,FALSE,TRUE
1015,FMC028,50000,,,PMC048,500,NOS,2,510,,CALDIZ-MF TABLET BOX,,0,FALSE,TRUE
1016,FMN001,30000,,,PMN001,1.8,KGS,0,1.8,,NUROL-PLUS TABLET FOIL,,0,FALSE,TRUE
1017,FMN001,30000,,,PMN002,300,NOS,2,306,,NUROL-PLUS TABLET BOX,,0,FALSE,TRUE
1018,FMN001,30000,,,PMP001,7.5,KGS,0,7.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1019,FMN001,30000,,,PM2001,2,NOS,0,2,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1020,FMA014,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1021,FMA014,50000,,,PMA021,4,KGS,5,4.2,,ALEXZYME TABLET FOIL,,0,FALSE,TRUE
1022,FMA014,50000,,,PMA022,500,NOS,2,510,,ALEXZYME TABLET BOX,,0,FALSE,TRUE
1023,FMG006,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1024,FMG006,50000,,,PMG001,4,KGS,5,4.2,,GLOBIMAX TABLET FOIL,,0,FALSE,TRUE
1025,FMG006,50000,,,PMG002,500,NOS,2,510,,GLOBIMAX TABLET BOX,,0,FALSE,TRUE
1026,FMA015,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1027,FMA015,50000,,,PMA020,4,KGS,5,4.2,,ALEXOVIT CAPSULE FOIL,,0,FALSE,TRUE
1028,FMA015,50000,,,PMA023,500,NOS,2,510,,ALEXOVIT CAPSULE BOX,,0,FALSE,TRUE
1032,FML009,30000,,,PML014,1.8,KGS,0,1.8,,LEMON TABLET FOIL,,0,FALSE,TRUE
1033,FML009,30000,,,PML013,300,NOS,2,306,,LEMON TABLET BOX,,0,FALSE,TRUE
1034,FML009,30000,,,PMP001,7.5,KGS,0,7.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1035,FML009,30000,,,PM2001,2,NOS,0,2,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1036,FMO008,200,,,PMO013,1000,NOS,1,1010,,OPICAL SUSPENSION BOX,,0,FALSE,TRUE
1037,FMO008,200,,,PMO014,1000,NOS,5,1050,,OPICAL SUSPENSION LABLE,,0,FALSE,TRUE
1038,FMO008,200,,,PM2001,14,NOS,0,14,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1039,FMO008,200,,,PM2002,1000,NOS,2,1020,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
1040,FMO008,200,,,PMP005,1000,NOS,3,1030,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
1041,FMO008,200,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1059,FMM015,200,,,PMC005,1000,NOS,1,1010,,CARBNET-XT SYRUP 200 ML PRINTED BOX,,0,FALSE,TRUE
1060,FMM015,200,,,PMC006,1000,NOS,5,1050,,CARBNET-XT SYRUP 200ML PRINTED LABLE ,,0,FALSE,TRUE
1061,FMM015,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1062,FMM015,200,,,PM2002,1000,NOS,2,1020,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
1063,FMM015,200,,,PMP006,1000,NOS,3,1030,,PP CAP PRINTED 25 MM BARONET,,0,FALSE,TRUE
1064,FMM015,200,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1065,FMM015,200,,,PMM012,1000,NOS,0,1000,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
1066,FMM015,200,,,PMM024,1000,NOS,0,1000,,MEHSANA-EXPORT SYRUP LIFLET,,0,FALSE,TRUE
1071,FMT002,1000,,,PMS008,1000,NOS,2,1020,,STAMIN STAR BIOTIN TABLET BOX,,0,FALSE,TRUE
1072,FMT002,1000,,,PMS007,1000,NOS,5,1050,,STAMIN STAR BIOTIN TABLET LABLE,,0,FALSE,TRUE
1073,FMT002,1000,,,PM1006,1000,NOS,2,1020,,150 ML AMBER TABLET BOTTLE,,0,FALSE,TRUE
1074,FMT002,1000,,,PM2001,5,NOS,0,5,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1075,FMT002,1000,,,Text1,0,,0,0,,,,0,FALSE,TRUE
1084,FMM013,60000,,,PMH010,500,NOS,0,500,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
1085,FMM013,60000,,,PM3003,500,NOS,0,500,,38 MM CT CAPS,,0,FALSE,TRUE
1086,FMM013,60000,,,PMC026,1,NOS,0,1,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1092,FMR001,3000,,,PMR001,3.6,KGS,2,3.672,,RESET-R SACHET FOIL,,0,FALSE,TRUE
1093,FMR001,3000,,,PMR002,150,NOS,0,150,,RESET-R SACHET BOX,,0,FALSE,TRUE
1094,FMR001,3000,,,PM2001,2,NOS,0,2,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1095,FMD003,5000,,,PMD005,500,NOS,2,510,,DIATRIC-R SACHET BOX,,0,FALSE,TRUE
1096,FMD003,5000,,,PMD006,11,KGS,0,11,,DIATRIC-R SACHET FOIL,,0,FALSE,TRUE
1097,FMD003,5000,,,PM2001,5,NOS,0,5,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1098,FMD003,5000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1103,FMV007,10000,,,PMH010,100,NOS,1,101,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
1104,FMV007,10000,,,PM3003,100,NOS,1,101,,38 MM CT CAPS,,0,FALSE,TRUE
1105,FMV007,10000,,,PMC026,1,NOS,0,1,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1106,FMV007,10000,,,PMS015,100,NOS,0,100,,SILIKA GEL,,0,FALSE,TRUE
1112,FMO009,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1113,FMO009,50000,,,PMO016,3,KGS,0,3,,ORA B FOLL TABLET FOIL,,0,FALSE,TRUE
1114,FMO009,50000,,,PMO015,250,NOS,2,255,,ORA B FOLL TABLET BOX,,0,FALSE,TRUE
1115,FMO009,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1116,FMO009,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1117,FMP009,300,,,PMP025,1500,NOS,2,1530,,PENTO SYRUP BOX,,0,FALSE,TRUE
1118,FMP009,300,,,PMP026,1500,NOS,5,1575,,PENTO SYRUP LABLE,,0,FALSE,TRUE
1119,FMP009,300,,,PMP005,1500,NOS,2,1530,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
1120,FMP009,300,,,PM2001,21,NOS,0,21,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1121,FMP009,300,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1122,FMP009,300,,,PM2002,1500,NOS,3,1545,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
1167,FMA016,5000,,,PM2001,5,NOS,0,5,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1168,FMQ001,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1169,FMQ001,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
1170,FMQ001,50000,,,PMF005,5000,NOS,2,5100,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0,FALSE,TRUE
1171,FMQ001,50000,,,PMF006,500,NOS,1,505,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0,FALSE,TRUE
1172,FMQ001,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1173,FMG008,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1174,FMG008,50000,,,PM2001,8,NOS,0,8,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1175,FML012,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1176,FMS020,5000,,,PM2001,5,NOS,0,5,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1177,FML011,300,,,PML017,1500,NOS,2,1530,,LYSIQUBE SYRUP 200 ML BOX,,0,FALSE,TRUE
1178,FML011,300,,,PML015,1500,NOS,5,1575,,LYSIQUBE SYRUP 200 ML LABLE,,0,FALSE,TRUE
1179,FML011,300,,,PMP005,1500,NOS,2,1530,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
1180,FML011,300,,,PM2001,21,NOS,0,21,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1181,FML011,300,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1182,FML011,300,,,PM2002,1500,NOS,3,1545,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
1183,FML011,300,,,PMM012,1500,NOS,2,1530,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
1184,FML010,500,,,PML016,1666,NOS,3,1715.98,,LYSIQUBE SYRUP 300 ML LABLE,,0,FALSE,TRUE
1185,FML010,500,,,PM3001,1666,NOS,2,1699.32,,300 ML BRUT BOTTLE,,0,FALSE,TRUE
1186,FML010,500,,,PMC022,34,NOS,0,34,,CORRUGATED BOX 300ML X 50 BOTTLE,,0,FALSE,TRUE
1187,FML010,500,,,PMP005,1666,NOS,3,1715.98,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
1188,FML010,500,,,PMM012,1666,NOS,2,1699.32,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
1189,FMI012,10000,,,PMI020,1000,NOS,2,1020,,IRORA XT TABLET BOX 1X10 TABLET,,0,FALSE,TRUE
1190,FMI012,10000,,,PMI018,0.8,KGS,0,0.8,,IRORA XT TABLET FOIL,,0,FALSE,TRUE
1191,FMI012,10000,,,PMP002,3.2,KGS,0,3.2,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1192,FMI012,10000,,,PMC026,2,NOS,0,2,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1193,FMI012,10000,,,PMI019,100,NOS,1,101,,IRORA XT TABLET BOX 10X10,,0,FALSE,TRUE
1194,FMA017,100,,,PMS019,200,NOS,0,200,,SODAPHOS POWDER LABLE,,0,FALSE,TRUE
1195,FMA017,100,,,PMS018,200,NOS,0,200,,SODAPHOS POWDER TIN 500 GMS,,0,FALSE,TRUE
1203,FMA018,30000,,,PMP001,7.5,KGS,0,7.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1204,FMG005,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1205,FMG005,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1206,FMG009,50000,,,PMP003,14,KGS,5,14.7,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1207,FMZ001,50000,,,PMP003,14,KGS,5,14.7,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1208,FMZ001,50000,,,PMZ002,4.5,KGS,5,4.725,,ZYVIT TABLET PRINTED FOIL,,0,FALSE,TRUE
1209,FMZ001,50000,,,PMZ001,1667,NOS,2,1700.34,,ZYVIT TABLET PRINTED BOX,,0,FALSE,TRUE
1210,FMZ001,50000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1211,FMZ001,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1212,FMV008,10,,,PMV008,500,NOS,1,505,,VITADAN DROPS BOX,,0,FALSE,TRUE
1213,FMV008,10,,,PMV009,2000,NOS,5,2100,,VITADAN DROPS STICKER LABLE,,0,FALSE,TRUE
1214,FMV008,10,,,PM2003,2000,NOS,1,2020,,5 ML DROPS BOTTLE,,0,FALSE,TRUE
1215,FMV008,10,,,PMP014,2000,NOS,2,2040,,PP CAP PLAIN 22 MM,,0,FALSE,TRUE
1216,FMV008,10,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1217,FMH006,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1225,FMC029,10,,,PMC051,500,NOS,1,505,,CARISE-D3 NENO SHOT BOX,,0,FALSE,TRUE
1226,FMC029,10,,,PMC050,2000,NOS,5,2100,,CARISE-D3 NENO SHOT LABLE,,0,FALSE,TRUE
1227,FMC029,10,,,PM2003,2000,NOS,1,2020,,5 ML DROPS BOTTLE,,0,FALSE,TRUE
1228,FMC029,10,,,PMP014,2000,NOS,2,2040,,PP CAP PLAIN 22 MM,,0,FALSE,TRUE
1229,FMC029,10,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1230,FMA003,10,,,PMA007,500,NOS,1,505,,AMLYF DROPS BOX,,0,FALSE,TRUE
1231,FMA003,10,,,PMA006,2000,NOS,5,2100,,AMLYF DROPS LABLE,,0,FALSE,TRUE
1232,FMA003,10,,,PM2003,2000,NOS,1,2020,,5 ML DROPS BOTTLE,,0,FALSE,TRUE
1233,FMA003,10,,,PMP014,2000,NOS,2,2040,,PP CAP PLAIN 22 MM,,0,FALSE,TRUE
1234,FMA003,10,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1235,FMC030,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1236,FMC030,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
1237,FMC030,50000,,,PMF006,1670,NOS,1,1686.7,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0,FALSE,TRUE
1238,FMC030,50000,,,PMC026,10,NOS,0,10,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1239,FMC031,5000,,,PMM023,167,NOS,2,170.34,,MEGARGIN SACHET BOX,,0,FALSE,TRUE
1240,FMC031,5000,,,PMM022,11,KGS,0,11,,MEGARGIN SACHET FOIL,,0,FALSE,TRUE
1241,FMC031,5000,,,PMC026,5,NOS,0,5,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1242,FMU005,5000,,,PMM023,333,NOS,2,339.66,,MEGARGIN SACHET BOX,,0,FALSE,TRUE
1243,FMU005,5000,,,PMM022,11,KGS,0,11,,MEGARGIN SACHET FOIL,,0,FALSE,TRUE
1244,FMU005,5000,,,PMC026,5,NOS,0,5,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1245,FMU006,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1246,FMU006,50000,,,PMM001,4,KGS,5,4.2,,MACLIPO -PLUS CAPSULE PRINTED FOIL,,0,FALSE,TRUE
1247,FMU006,50000,,,PMM006,1667,NOS,2,1700.34,,MACLIPO-PLUS CAPSULE PRINTED BOX,,0,FALSE,TRUE
1248,FMM016,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1252,FME006,100,,,PMA001,1000,NOS,0,1000,,ALU. POUCH 105 GM,,0,FALSE,TRUE
1253,FME006,100,,,PME009,1000,NOS,0,1000,,ENERGON DZ POWDER BOX,,0,FALSE,TRUE
1254,FME006,100,,,PM2001,6,NOS,0,6,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1255,FMC033,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1256,FMC032,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
1257,FMT003,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1258,FMT003,50000,,,PMT001,4,KGS,5,4.2,,TRIPCOVIT CAPSULE FOIL,,0,FALSE,TRUE
1259,FMT003,50000,,,PMT002,500,NOS,2,510,,TRIPCOVIT CAPSULE BOX,,0,FALSE,TRUE
1260,FMT003,50000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1276,FMB019,50000,,,PM5001,500,NOS,0,500,,75GRM CP BOTTLE,,0,FALSE,TRUE
1277,FMB019,50000,,,PMC014,500,NOS,0,500,,CP CAP,,0,FALSE,TRUE
1278,FMB019,50000,,,PMC016,500,NOS,0,500,,CP WAD,,0,FALSE,TRUE
1279,FMB019,50000,,,PMS015,500,NOS,0,500,,SILIKA GEL,,0,FALSE,TRUE
1280,FMB019,50000,,,PMC026,1,NOS,0,1,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1281,FMR005,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1285,FML013,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1286,FML013,50000,,,PML019,4,KGS,5,4.2,,LYCOBET LLB TABLET FOIL,,0,FALSE,TRUE
1287,FML013,50000,,,PML018,500,NOS,2,510,,LYCOBET LLB TABLET BOX,,0,FALSE,TRUE
1291,FMZ004,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1292,FMZ004,50000,,,PMZ006,4,KGS,5,4.2,,ZEDIBION-OD CAPSULE FOIL,,0,FALSE,TRUE
1293,FMZ004,50000,,,PMZ007,500,NOS,2,510,,ZEDIBION-OD CAPSULE BOX,,0,FALSE,TRUE
1294,FMZ004,50000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1295,FMM017,10000,,,PMM027,1000,NOS,2,1020,,MYOLEAF TABLET BOX (INER),,0,FALSE,TRUE
1296,FMM017,10000,,,PMM025,0.8,KGS,0,0.8,,MYOLEAF TABLET FOIL,,0,FALSE,TRUE
1297,FMM017,10000,,,PMP002,3.2,KGS,0,3.2,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
1298,FMM017,10000,,,PMC026,2,NOS,0,2,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
1299,FMM017,10000,,,PMM026,100,NOS,1,101,,MYOLEAF TABLET BOX (OUTER ),,0,FALSE,TRUE
1300,FMV009,10000,,,PM1005,100,NOS,1,101,,100 TABLET HDP BOTTLE,,0,FALSE,TRUE
1301,FMV009,10000,,,PMV001,100,NOS,2,102,,VITAMIN C+ ZINC TAB.LABLE,,0,FALSE,TRUE
1302,FMV009,10000,,,PMC022,2,NOS,0,2,,CORRUGATED BOX 300ML X 50 BOTTLE,,0,FALSE,TRUE
1303,FM2001,50000,,,PMI012,500,NOS,2,510,,IMMUNO-C PLUS TABLET BOX,,0,FALSE,TRUE
1304,FM2001,50000,,,PMI011,9.5,KGS,0,9.5,,IMMUNO-C PLUS TABLET FOIL,,0,FALSE,TRUE
1305,FM2001,50000,,,PMA008,9.5,KGS,0,9.5,,ALLUMINIUM FOIL 120 MM,,0,FALSE,TRUE
1306,FM2001,50000,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
1313,FML014,225,,,PML021,1000,NOS,2,1020,,L-ARGININE SYRUP BOX,,0,FALSE,TRUE
1314,FML014,225,,,PML020,1000,NOS,5,1050,,L-ARGININE SYRUP LABLE,,0,FALSE,TRUE
1315,FML014,225,,,PMP005,1000,NOS,2,1020,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
1316,FML014,225,,,PMC022,20,NOS,0,20,,CORRUGATED BOX 300ML X 50 BOTTLE,,0,FALSE,TRUE
1317,FML014,225,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
1318,FML014,225,,,PM3001,1000,NOS,3,1030,,300 ML BRUT BOTTLE,,0,FALSE,TRUE
1319,FMG010,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1320,FMG010,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
1325,FMA011,50000,,,PMP001,10,KGS,0,10,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
1326,FMA011,50000,,,PMF007,2.6,KGS,0,2.6,,FOLICENT-XT TABLET FOIL,,0,FALSE,TRUE
1327,FMA011,50000,,,PMF008,5000,NOS,2,5100,,FOLICENT-XT TABLET BOX,,0,FALSE,TRUE
1328,FMA011,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
