ID,itemCode,batchSize,weight,stageId,pmCode,qty,uom,loss,netQty,entdate,pmName,stageName,stat
998,FM0004,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
999,FM0004,50000,,,PMF013,1667.00,NOS,1.00,1683.67,,FEWBUR-MI CAPSULE 3X10 BOX,,0
1000,FM0004,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
1001,FMU004,5000,,,PMM023,500.00,NOS,2.00,510.00,,MEGARGIN SACHET BOX,,0
1002,FMU004,5000,,,PMM022,11.00,KGS,0.00,11.00,,MEGARGIN SACHET FOIL,,0
1003,FMU004,5000,,,PMC026,5.00,NOS,0.00,5.00,,CORRUGATED BOX TAB/CAP,,0
1004,FMA012,18000,,,PMC026,1.00,NOS,0.00,1.00,,CORRUGATED BOX TAB/CAP,,0
1005,FMJ002,400,,,PMP004,1000.00,NOS,2.00,1020.00,,PRONET POWDER PRINTED TIN,,0
1006,FMJ002,400,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
1007,FMJ002,400,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1008,FMM014,150000,,,PME005,5000.00,NOS,1.00,5050.00,,EZROVIT TABLET BOX,,0
1009,FMM014,150000,,,PME004,15.00,KGS,1.00,15.15,,EZROVIT TABLET FOIL,,0
1010,FMM014,150000,,,PMP003,15.00,KGS,1.00,15.15,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1011,FMM014,150000,,,PMC026,15.00,NOS,0.00,15.00,,CORRUGATED BOX TAB/CAP,,0
1012,FMA013,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1013,FMC028,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1014,FMC028,50000,,,PMC047,4.00,KGS,5.00,4.20,,CALDIZ-MF TABLET FOIL,,0
1015,FMC028,50000,,,PMC048,500.00,NOS,2.00,510.00,,CALDIZ-MF TABLET BOX,,0
1016,FMN001,30000,,,PMN001,1.80,KGS,0.00,1.80,,NUROL-PLUS TABLET FOIL,,0
1017,FMN001,30000,,,PMN002,300.00,NOS,2.00,306.00,,NUROL-PLUS TABLET BOX,,0
1018,FMN001,30000,,,PMP001,7.50,KGS,0.00,7.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1019,FMN001,30000,,,PM2001,2.00,NOS,0.00,2.00,,CORUGATED BOX 72X200 ML,,0
1020,FMA014,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1021,FMA014,50000,,,PMA021,4.00,KGS,5.00,4.20,,ALEXZYME TABLET FOIL,,0
1022,FMA014,50000,,,PMA022,500.00,NOS,2.00,510.00,,ALEXZYME TABLET BOX,,0
1023,FMG006,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1024,FMG006,50000,,,PMG001,4.00,KGS,5.00,4.20,,GLOBIMAX TABLET FOIL,,0
1025,FMG006,50000,,,PMG002,500.00,NOS,2.00,510.00,,GLOBIMAX TABLET BOX,,0
1026,FMA015,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1027,FMA015,50000,,,PMA020,4.00,KGS,5.00,4.20,,ALEXOVIT CAPSULE FOIL,,0
1028,FMA015,50000,,,PMA023,500.00,NOS,2.00,510.00,,ALEXOVIT CAPSULE BOX,,0
1032,FML009,30000,,,PML014,1.80,KGS,0.00,1.80,,LEMON TABLET FOIL,,0
1033,FML009,30000,,,PML013,300.00,NOS,2.00,306.00,,LEMON TABLET BOX,,0
1034,FML009,30000,,,PMP001,7.50,KGS,0.00,7.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1035,FML009,30000,,,PM2001,2.00,NOS,0.00,2.00,,CORUGATED BOX 72X200 ML,,0
1036,FMO008,200,,,PMO013,1000.00,NOS,1.00,1010.00,,OPICAL SUSPENSION BOX,,0
1037,FMO008,200,,,PMO014,1000.00,NOS,5.00,1050.00,,OPICAL SUSPENSION LABLE,,0
1038,FMO008,200,,,PM2001,14.00,NOS,0.00,14.00,,CORUGATED BOX 72X200 ML,,0
1039,FMO008,200,,,PM2002,1000.00,NOS,2.00,1020.00,,200 ML BRUT BOTTLE AMBER,,0
1040,FMO008,200,,,PMP005,1000.00,NOS,3.00,1030.00,,PP CAP PLAIN 25 MM,,0
1041,FMO008,200,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1059,FMM015,200,,,PMC005,1000.00,NOS,1.00,1010.00,,CARBNET-XT SYRUP 200 ML PRINTED BOX,,0
1060,FMM015,200,,,PMC006,1000.00,NOS,5.00,1050.00,,CARBNET-XT SYRUP 200ML PRINTED LABLE ,,0
1061,FMM015,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
1062,FMM015,200,,,PM2002,1000.00,NOS,2.00,1020.00,,200 ML BRUT BOTTLE AMBER,,0
1063,FMM015,200,,,PMP006,1000.00,NOS,3.00,1030.00,,PP CAP PRINTED 25 MM BARONET,,0
1064,FMM015,200,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1065,FMM015,200,,,PMM012,1000.00,NOS,0.00,1000.00,,MUSSARING CAP 25 MM,,0
1066,FMM015,200,,,PMM024,1000.00,NOS,0.00,1000.00,,MEHSANA-EXPORT SYRUP LIFLET,,0
1071,FMT002,1000,,,PMS008,1000.00,NOS,2.00,1020.00,,STAMIN STAR BIOTIN TABLET BOX,,0
1072,FMT002,1000,,,PMS007,1000.00,NOS,5.00,1050.00,,STAMIN STAR BIOTIN TABLET LABLE,,0
1073,FMT002,1000,,,PM1006,1000.00,NOS,2.00,1020.00,,150 ML AMBER TABLET BOTTLE,,0
1074,FMT002,1000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1075,FMT002,1000,,,Text1,0.00,,0.00,0.00,,,,0
1084,FMM013,60000,,,PMH010,500.00,NOS,0.00,500.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
1085,FMM013,60000,,,PM3003,500.00,NOS,0.00,500.00,,38 MM CT CAPS,,0
1086,FMM013,60000,,,PMC026,1.00,NOS,0.00,1.00,,CORRUGATED BOX TAB/CAP,,0
1092,FMR001,3000,,,PMR001,3.60,KGS,2.00,3.67,,RESET-R SACHET FOIL,,0
1093,FMR001,3000,,,PMR002,150.00,NOS,0.00,150.00,,RESET-R SACHET BOX,,0
1094,FMR001,3000,,,PM2001,2.00,NOS,0.00,2.00,,CORUGATED BOX 72X200 ML,,0
1095,FMD003,5000,,,PMD005,500.00,NOS,2.00,510.00,,DIATRIC-R SACHET BOX,,0
1096,FMD003,5000,,,PMD006,11.00,KGS,0.00,11.00,,DIATRIC-R SACHET FOIL,,0
1097,FMD003,5000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1098,FMD003,5000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1103,FMV007,10000,,,PMH010,100.00,NOS,1.00,101.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
1104,FMV007,10000,,,PM3003,100.00,NOS,1.00,101.00,,38 MM CT CAPS,,0
1105,FMV007,10000,,,PMC026,1.00,NOS,0.00,1.00,,CORRUGATED BOX TAB/CAP,,0
1106,FMV007,10000,,,PMS015,100.00,NOS,0.00,100.00,,SILIKA GEL,,0
1112,FMO009,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1113,FMO009,50000,,,PMO016,3.00,KGS,0.00,3.00,,ORA B FOLL TABLET FOIL,,0
1114,FMO009,50000,,,PMO015,250.00,NOS,2.00,255.00,,ORA B FOLL TABLET BOX,,0
1115,FMO009,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1116,FMO009,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1117,FMP009,300,,,PMP025,1500.00,NOS,2.00,1530.00,,PENTO SYRUP BOX,,0
1118,FMP009,300,,,PMP026,1500.00,NOS,5.00,1575.00,,PENTO SYRUP LABLE,,0
1119,FMP009,300,,,PMP005,1500.00,NOS,2.00,1530.00,,PP CAP PLAIN 25 MM,,0
1120,FMP009,300,,,PM2001,21.00,NOS,0.00,21.00,,CORUGATED BOX 72X200 ML,,0
1121,FMP009,300,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1122,FMP009,300,,,PM2002,1500.00,NOS,3.00,1545.00,,200 ML BRUT BOTTLE AMBER,,0
1143,FMU003,10000,,,PMU003,1000.00,NOS,2.00,1020.00,,UNIVERSUM TABLET BOX,,0
1144,FMU003,10000,,,PMU004,0.80,KGS,0.00,0.80,,UNIVERSUM TABLET FOIL,,0
1145,FMU003,10000,,,PMP002,3.20,KGS,0.00,3.20,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1146,FMU003,10000,,,PMC026,2.00,NOS,0.00,2.00,,CORRUGATED BOX TAB/CAP,,0
1147,FMU003,10000,,,PMC049,100.00,NOS,1.00,101.00,,UNIVERSUM TABLET BOX OUTER,,0
1167,FMA016,5000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1168,FMQ001,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1169,FMQ001,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
1170,FMQ001,50000,,,PMF005,5000.00,NOS,2.00,5100.00,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0
1171,FMQ001,50000,,,PMF006,500.00,NOS,1.00,505.00,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0
1172,FMQ001,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
1173,FMG008,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1174,FMG008,50000,,,PM2001,8.00,NOS,0.00,8.00,,CORUGATED BOX 72X200 ML,,0
1175,FML012,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1176,FMS020,5000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1177,FML011,300,,,PML017,1500.00,NOS,2.00,1530.00,,LYSIQUBE SYRUP 200 ML BOX,,0
1178,FML011,300,,,PML015,1500.00,NOS,5.00,1575.00,,LYSIQUBE SYRUP 200 ML LABLE,,0
1179,FML011,300,,,PMP005,1500.00,NOS,2.00,1530.00,,PP CAP PLAIN 25 MM,,0
1180,FML011,300,,,PM2001,21.00,NOS,0.00,21.00,,CORUGATED BOX 72X200 ML,,0
1181,FML011,300,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1182,FML011,300,,,PM2002,1500.00,NOS,3.00,1545.00,,200 ML BRUT BOTTLE AMBER,,0
1183,FML011,300,,,PMM012,1500.00,NOS,2.00,1530.00,,MUSSARING CAP 25 MM,,0
1184,FML010,500,,,PML016,1666.00,NOS,3.00,1715.98,,LYSIQUBE SYRUP 300 ML LABLE,,0
1185,FML010,500,,,PM3001,1666.00,NOS,2.00,1699.32,,300 ML BRUT BOTTLE,,0
1186,FML010,500,,,PMC022,34.00,NOS,0.00,34.00,,CORRUGATED BOX 300ML X 50 BOTTLE,,0
1187,FML010,500,,,PMP005,1666.00,NOS,3.00,1715.98,,PP CAP PLAIN 25 MM,,0
1188,FML010,500,,,PMM012,1666.00,NOS,2.00,1699.32,,MUSSARING CAP 25 MM,,0
1189,FMI012,10000,,,PMI020,1000.00,NOS,2.00,1020.00,,IRORA XT TABLET BOX 1X10 TABLET,,0
1190,FMI012,10000,,,PMI018,0.80,KGS,0.00,0.80,,IRORA XT TABLET FOIL,,0
1191,FMI012,10000,,,PMP002,3.20,KGS,0.00,3.20,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1192,FMI012,10000,,,PMC026,2.00,NOS,0.00,2.00,,CORRUGATED BOX TAB/CAP,,0
1193,FMI012,10000,,,PMI019,100.00,NOS,1.00,101.00,,IRORA XT TABLET BOX 10X10,,0
1194,FMA017,100,,,PMS019,200.00,NOS,0.00,200.00,,SODAPHOS POWDER LABLE,,0
1195,FMA017,100,,,PMS018,200.00,NOS,0.00,200.00,,SODAPHOS POWDER TIN 500 GMS,,0
1203,FMA018,30000,,,PMP001,7.50,KGS,0.00,7.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1204,FMG005,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1205,FMG005,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1206,FMG009,50000,,,PMP003,14.00,KGS,5.00,14.70,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1207,FMZ001,50000,,,PMP003,14.00,KGS,5.00,14.70,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1208,FMZ001,50000,,,PMZ002,4.50,KGS,5.00,4.72,,ZYVIT TABLET PRINTED FOIL,,0
1209,FMZ001,50000,,,PMZ001,1667.00,NOS,2.00,1700.34,,ZYVIT TABLET PRINTED BOX,,0
1210,FMZ001,50000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1211,FMZ001,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1212,FMV008,10,,,PMV008,500.00,NOS,1.00,505.00,,VITADAN DROPS BOX,,0
1213,FMV008,10,,,PMV009,2000.00,NOS,5.00,2100.00,,VITADAN DROPS STICKER LABLE,,0
1214,FMV008,10,,,PM2003,2000.00,NOS,1.00,2020.00,,5 ML DROPS BOTTLE,,0
1215,FMV008,10,,,PMP014,2000.00,NOS,2.00,2040.00,,PP CAP PLAIN 22 MM,,0
1216,FMV008,10,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1217,FMH006,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1225,FMC029,10,,,PMC051,500.00,NOS,1.00,505.00,,CARISE-D3 NENO SHOT BOX,,0
1226,FMC029,10,,,PMC050,2000.00,NOS,5.00,2100.00,,CARISE-D3 NENO SHOT LABLE,,0
1227,FMC029,10,,,PM2003,2000.00,NOS,1.00,2020.00,,5 ML DROPS BOTTLE,,0
1228,FMC029,10,,,PMP014,2000.00,NOS,2.00,2040.00,,PP CAP PLAIN 22 MM,,0
1229,FMC029,10,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1230,FMA003,10,,,PMA007,500.00,NOS,1.00,505.00,,AMLYF DROPS BOX,,0
1231,FMA003,10,,,PMA006,2000.00,NOS,5.00,2100.00,,AMLYF DROPS LABLE,,0
1232,FMA003,10,,,PM2003,2000.00,NOS,1.00,2020.00,,5 ML DROPS BOTTLE,,0
1233,FMA003,10,,,PMP014,2000.00,NOS,2.00,2040.00,,PP CAP PLAIN 22 MM,,0
1234,FMA003,10,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1235,FMC030,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1236,FMC030,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
1237,FMC030,50000,,,PMF006,1670.00,NOS,1.00,1686.70,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0
1238,FMC030,50000,,,PMC026,10.00,NOS,0.00,10.00,,CORRUGATED BOX TAB/CAP,,0
1239,FMC031,5000,,,PMM023,167.00,NOS,2.00,170.34,,MEGARGIN SACHET BOX,,0
1240,FMC031,5000,,,PMM022,11.00,KGS,0.00,11.00,,MEGARGIN SACHET FOIL,,0
1241,FMC031,5000,,,PMC026,5.00,NOS,0.00,5.00,,CORRUGATED BOX TAB/CAP,,0
1242,FMU005,5000,,,PMM023,333.00,NOS,2.00,339.66,,MEGARGIN SACHET BOX,,0
1243,FMU005,5000,,,PMM022,11.00,KGS,0.00,11.00,,MEGARGIN SACHET FOIL,,0
1244,FMU005,5000,,,PMC026,5.00,NOS,0.00,5.00,,CORRUGATED BOX TAB/CAP,,0
1245,FMU006,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1246,FMU006,50000,,,PMM001,4.00,KGS,5.00,4.20,,MACLIPO -PLUS CAPSULE PRINTED FOIL,,0
1247,FMU006,50000,,,PMM006,1667.00,NOS,2.00,1700.34,,MACLIPO-PLUS CAPSULE PRINTED BOX,,0
1248,FMM016,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1252,FME006,100,,,PMA001,1000.00,NOS,0.00,1000.00,,ALU. POUCH 105 GM,,0
1253,FME006,100,,,PME009,1000.00,NOS,0.00,1000.00,,ENERGON DZ POWDER BOX,,0
1254,FME006,100,,,PM2001,6.00,NOS,0.00,6.00,,CORUGATED BOX 72X200 ML,,0
1255,FMC033,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1256,FMC032,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
1257,FMT003,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1258,FMT003,50000,,,PMT001,4.00,KGS,5.00,4.20,,TRIPCOVIT CAPSULE FOIL,,0
1259,FMT003,50000,,,PMT002,500.00,NOS,2.00,510.00,,TRIPCOVIT CAPSULE BOX,,0
1260,FMT003,50000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1276,FMB019,50000,,,PM5001,500.00,NOS,0.00,500.00,,75GRM CP BOTTLE,,0
1277,FMB019,50000,,,PMC014,500.00,NOS,0.00,500.00,,CP CAP,,0
1278,FMB019,50000,,,PMC016,500.00,NOS,0.00,500.00,,CP WAD,,0
1279,FMB019,50000,,,PMS015,500.00,NOS,0.00,500.00,,SILIKA GEL,,0
1280,FMB019,50000,,,PMC026,1.00,NOS,0.00,1.00,,CORRUGATED BOX TAB/CAP,,0
1281,FMR005,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1285,FML013,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1286,FML013,50000,,,PML019,4.00,KGS,5.00,4.20,,LYCOBET LLB TABLET FOIL,,0
1287,FML013,50000,,,PML018,500.00,NOS,2.00,510.00,,LYCOBET LLB TABLET BOX,,0
1291,FMZ004,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1292,FMZ004,50000,,,PMZ006,4.00,KGS,5.00,4.20,,ZEDIBION-OD CAPSULE FOIL,,0
1293,FMZ004,50000,,,PMZ007,500.00,NOS,2.00,510.00,,ZEDIBION-OD CAPSULE BOX,,0
1294,FMZ004,50000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
1295,FMM017,10000,,,PMM027,1000.00,NOS,2.00,1020.00,,MYOLEAF TABLET BOX (INER),,0
1296,FMM017,10000,,,PMM025,0.80,KGS,0.00,0.80,,MYOLEAF TABLET FOIL,,0
1297,FMM017,10000,,,PMP002,3.20,KGS,0.00,3.20,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1298,FMM017,10000,,,PMC026,2.00,NOS,0.00,2.00,,CORRUGATED BOX TAB/CAP,,0
1299,FMM017,10000,,,PMM026,100.00,NOS,1.00,101.00,,MYOLEAF TABLET BOX (OUTER ),,0
1300,FMV009,10000,,,PM1005,100.00,NOS,1.00,101.00,,100 TABLET HDP BOTTLE,,0
1301,FMV009,10000,,,PMV001,100.00,NOS,2.00,102.00,,VITAMIN C+ ZINC TAB.LABLE,,0
1302,FMV009,10000,,,PMC022,2.00,NOS,0.00,2.00,,CORRUGATED BOX 300ML X 50 BOTTLE,,0
1303,FM2001,50000,,,PMI012,500.00,NOS,2.00,510.00,,IMMUNO-C PLUS TABLET BOX,,0
1304,FM2001,50000,,,PMI011,9.50,KGS,0.00,9.50,,IMMUNO-C PLUS TABLET FOIL,,0
1305,FM2001,50000,,,PMA008,9.50,KGS,0.00,9.50,,ALLUMINIUM FOIL 120 MM,,0
1306,FM2001,50000,,,PMC024,10.00,NOS,0.00,10.00,,CORRUGATED BOX 100MLX108 BOTTLE,,0
1313,FML014,225,,,PML021,1000.00,NOS,2.00,1020.00,,L-ARGININE SYRUP BOX,,0
1314,FML014,225,,,PML020,1000.00,NOS,5.00,1050.00,,L-ARGININE SYRUP LABLE,,0
1315,FML014,225,,,PMP005,1000.00,NOS,2.00,1020.00,,PP CAP PLAIN 25 MM,,0
1316,FML014,225,,,PMC022,20.00,NOS,0.00,20.00,,CORRUGATED BOX 300ML X 50 BOTTLE,,0
1317,FML014,225,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1318,FML014,225,,,PM3001,1000.00,NOS,3.00,1030.00,,300 ML BRUT BOTTLE,,0
1319,FMG010,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1320,FMG010,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1325,FMA011,50000,,,PMP001,10.00,KGS,0.00,10.00,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1326,FMA011,50000,,,PMF007,2.60,KGS,0.00,2.60,,FOLICENT-XT TABLET FOIL,,0
1327,FMA011,50000,,,PMF008,5000.00,NOS,2.00,5100.00,,FOLICENT-XT TABLET BOX,,0
1328,FMA011,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1329,FMA011,50000,,,PMS020,500.00,NOS,1.00,505.00,,SHRINKING BAG,,0
1330,FM1003,50000,,,PMP001,10.00,KGS,0.00,10.00,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1331,FM1003,50000,,,PMF007,2.60,KGS,0.00,2.60,,FOLICENT-XT TABLET FOIL,,0
1332,FM1003,50000,,,PMF008,5000.00,NOS,2.00,5100.00,,FOLICENT-XT TABLET BOX,,0
1333,FM1003,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1334,FM1003,50000,,,PMF012,500.00,NOS,1.00,505.00,,FOLICENT-XT TABLET BOX 10X10,,0
1335,FM1004,50000,,,PML003,2.60,KGS,0.00,2.60,,LIPOLEX-M TABLET FOIL,,0
1336,FM1004,50000,,,PMH016,1667.00,NOS,2.00,1700.34,,HAIRGAIN TABLET BOX,,0
1337,FM1004,50000,,,PMP001,10.00,KGS,0.00,10.00,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1338,FM1004,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
1339,FM1002,50000,,,PML003,2.60,KGS,0.00,2.60,,LIPOLEX-M TABLET FOIL,,0
1340,FM1002,50000,,,PM 001,300.00,NOS,2.00,306.00,,LIPOLEX-M TABLET BOX,,0
1341,FM1002,50000,,,PMP001,10.00,KGS,0.00,10.00,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
1342,FM1002,50000,,,PM2001,2.00,NOS,0.00,2.00,,CORUGATED BOX 72X200 ML,,0
1347,FMS018,50000,,,PMU003,5000.00,NOS,2.00,5100.00,,UNIVERSUM TABLET BOX,,0
1348,FMS018,50000,,,PMU004,4.20,KGS,0.00,4.20,,UNIVERSUM TABLET FOIL,,0
1349,FMS018,50000,,,PMP002,13.50,KGS,0.00,13.50,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1350,FMS018,50000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1351,FMS018,50000,,,PMS020,500.00,NOS,1.00,505.00,,SHRINKING BAG,,0
1352,FMS019,50000,,,PMU003,5000.00,NOS,2.00,5100.00,,UNIVERSUM TABLET BOX,,0
1353,FMS019,50000,,,PMU004,4.20,KGS,0.00,4.20,,UNIVERSUM TABLET FOIL,,0
1354,FMS019,50000,,,PMP002,13.50,KGS,0.00,13.50,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1355,FMS019,50000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1356,FMS019,50000,,,PMU005,500.00,NOS,1.00,505.00,,UNIVERSUM TABLET BOX 10X10,,0
1357,FMS017,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1358,FMS017,50000,,,PMA003,4.00,KGS,5.00,4.20,,ALL IN 1 TABLET PRINTED FOIL,,0
1359,FMS017,50000,,,PMA004,500.00,NOS,2.00,510.00,,ALL IN 1 TABLET PRINTED BOX,,0
1360,FMS017,50000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1361,FMS021,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
1362,FMS021,50000,,,PMA003,4.00,KGS,5.00,4.20,,ALL IN 1 TABLET PRINTED FOIL,,0
1363,FMS021,50000,,,PMA004,1667.00,NOS,2.00,1700.34,,ALL IN 1 TABLET PRINTED BOX,,0
1364,FMS021,50000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1373,FMH010,5000,,,PMH021,500.00,NOS,2.00,510.00,,HILARGIN SACHET BOX,,0
1374,FMH010,5000,,,PMH020,12.50,KGS,0.00,12.50,,HILARFIN SACHET FOIL,,0
1375,FMH010,5000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1376,FMR004,5000,,,PMR003,500.00,NOS,2.00,510.00,,R-JOY SACHET BOX,,0
1377,FMR004,5000,,,PMR004,12.50,KGS,0.00,12.50,,R-JOY SACHET FOIL,,0
1378,FMR004,5000,,,PMC026,6.00,NOS,0.00,6.00,,CORRUGATED BOX TAB/CAP,,0
1379,FME002,5000,,,PME003,250.00,NOS,2.00,255.00,,ECOLYF SACHET BOX,,0
1380,FME002,5000,,,PME002,7.00,KGS,0.00,7.00,,ECOLYF SACHET FOIL,,0
1381,FME002,5000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1382,FME002,5000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1383,FMF008,5000,,,PMF010,250.00,NOS,2.00,255.00,,FERRON SACHET BOX,,0
1384,FMF008,5000,,,PMF011,7.50,KGS,0.00,7.50,,FERRON SACHET FOIL,,0
1385,FMF008,5000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
1386,FMF008,5000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
1387,FME007,60000,,,PMU001,6000.00,NOS,5.00,6300.00,,UROCITRA MB6 TABLET LABLE,,0
1388,FME007,60000,,,PM2006,6000.00,NOS,2.00,6120.00,,20 TABLET BOTTLE TUB.144MM,,0
1389,FME007,60000,,,PM2001,15.00,NOS,0.00,15.00,,CORUGATED BOX 72X200 ML,,0
